id_pagamento_cliente,nome_titular,instituicao,ultimos_digitos,validade_mes,validade_ano,cvv,token_gateway,ativo
835,ZhLbksVnfzkak26GrIR839AA3RQk+7aJbqPUBZkSSJWpCPipXXjVMjjllw==,Itaú Unibanco,qh2U6BtPzoLJeNGdfukEAykr3y7AC9RKVFvj+LqQyBNZ8kBm,kxqXPs2MBx1O1pu8L+Bfq3JKGxbzxmusfH5S5hWFKxuKTw==,GRkQwN4hur1e+Squon26XkUfiuFZ7gntjAoS5CBUlWzghQ==,7724,UiQDSubwuQOak/QtDBetoDQSiEF2o3sT5i3r+xVyApbY80xh6lZ+OoZ3y9Su8I6U6QG4UbtT/9DBM+E4+5nF0hTMI9I=,1
836,y/8n/+knRMfizQYJ1TIGtLw55xXw22JvA4Bs+22qvKylLglzdafzG2bKzA==,Itaú Unibanco,r+f/k4GnfK6SLt3uWnF16+9kPn5g0OXQ5WXbYqNFZAMTR5y/,putsQB4I3ei2U9dGsGp4iM4L4WnjxJOF2vq8xz30bE0dNQ==,LdhtuoVuKrPLiUPnbzItvpUzo6jI3em5Ku8gSPIX0UEjdQ==,267,B9qZccVcUQ2JcA3b4h3NImdAxxkfNhVgJkISMi7a1RTPwp4KCeFudJmsIED79eFeWLU9HcjQXcIpAA90GOaoEwL5MKg=,1
837,cF8Rvf5FlgDMqMOzXqNjDZov2y0/DnsVCcmAjkuHGdIxPLn9V+JSqgwlnjpM0RYw,Itaú Unibanco,0O4B7/TlE3jFAGHeZh7RIeB5f14iDbYgdguc15h3JZ35UwPS,OfQrVFhZcNeO8yCDqNt5Tr10j3NbmlxDoG5z+kmb+BTe0g==,YJNYz8hX2cntPnLyx55vl4jREZh8EOiZlRnuxjV3i/b6VQ==,854,FRa8QPfGgk6x0/i8lodNnXH8OWdL59UmkWXUeAX+xiU8gmmk247t2Zabd9ebKQGk3ptjpLlgpgJORumYDX2u+RiaO08=,0
838,6ROvQDiFR7fG/Ko+Jrx2bwn/lDzKeP0pAjUNysT+z5mz8faiE2sop6n55ojiXg==,Itaú Unibanco,HGpImnwkfEu9r2HVRFh/a0sSznyyEDjjrFSQOyCjeXuo2VKM,qEnfyDRF3ZCup69Iam1/arjR6MzsQ2sYOd778RaWQ7U7tw==,iTxQa0PHaYSXB/65SolE8Uv8WhgzqUdEgAzmTykkK2NdoQ==,516,Z68cCBnV+Lru69la9slRKgl1BYdDQ5GXurwauWjDHYEl/5P2qO/Di6kJiiJgyCiZ6WRBA1Vru65DeZVWzhF6rdIzBPI=,1
839,iuyvfi08z0AbfxPCMFgTaBSqtOfppynFPK7jUHWMJZPr80rntm6yQ01LvJ4FVHTm31ATbsK68Jiw,Itaú Unibanco,kXsQMlqSCIewH2akOCynExQgxXEFD0CVgEOdfTiJ7bedF0Oi,wHkKS6xOv6RP8QQRlcANDH2IAEn0GxOwkp3m29TUKy7xGA==,JAe/omZbdq0NUrB09pDb6E36RKefmw/yANseUldkCYNroA==,192,dB/egqIGBTIeDyeFz2lJDzywjKn6FVkXIs7n0Af7TowQ6di/JRchp+BUpyVOoT5qyAGpSWKS65wxVma/llynDTGOsj0=,1
840,plq3qZOo8KdUYN0ycjmNXrPgj8WjHmPe+YpkoM2gOmsE45GPEuj58uZwF83KM/w7,Itaú Unibanco,lFdQpI4tyjtzAa8bo6C3ZklvYK9R3Cl24bO2peKXJp5kkeMi,RBBafth67U+MTBhk9GB5x+gJXo/HEahypnK58GleqViumA==,NYnL5noo3UXs7eoYAopbSKKC+pkZDqCepiotQMVnyQUIyQ==,347,J/akHMdlZchcy/Al8coqMBMFrtKOH8PC5qz7Lu62788+FK/bbv+RAie3x8EoKup/WMxDUnnwqukbHyGNHPjWOQHeOR0=,0
841,m3fix/y6RbuJ/5iyXpIT5mNuNj37fy1elJQICoef+mL7HYS3poggcFxI2Szm,Itaú Unibanco,9ca8b6+6eX4raJ2NMMKHMe9uBZACRmrJU/jmFLmuOqlWHycv,ZoDL5Q7W647ORLAOEfLSH3EzUYGOYy+lo7FZ+fmf48V2XA==,bqlip8gHG6C6ydJm/CIXO+sUhz3QZh3/hj6beKZGlAwAvA==,568,Hsf/DbdR+95rdZscn5j2yulV8UF8g6qGoiGXMFqfRd/pPYHhmeTi6Bdip6PdtunaGx/5ULoZRhfLO5IHeerG4qVa99I=,0
842,qcAqBZ6K8VdTSvfBOeDbhTEwUjgyfTJaBVsqpPKpS2LBUKSbySTB7YpolQJ5BGFG,Itaú Unibanco,lVHWMnFqMGI993UAgh8hU71CHeDmVT7vuzvTGZvPa2ef35TH,gfLN/CLn3fKWv+kXtHuWOwa8jW17PB/r4hVpU8FXi1m5QQ==,afgh0pJDx3w1QkJtdqbIytBT1QzWoPpERvPsjgxvr+mSLQ==,784,zezGkrUMVexvJVFuttEF9Ai1vejgbHERnB1yYtIu7brxdJQc5p+Mq5tVvFE4YXa9ezJt0fJeALY3YG4jgMlpIWGOSOM=,1
843,RnXSb2TsEI3Vq/Y9cR8b8y+yfzEH9kCzCyiYzXrA0jGIbyi8rfyrRQbF6uaj,Itaú Unibanco,ij9i6dhGgJFEfYFeMXbIAxRVHPleBmMJWRrxh+tNjbu9Kcsz,6+wirK6xYEpT0TdtGDy+uBDRc3lSGMbz6uh23pwgdifM+g==,BsZnZMdvc81vnZmKi24S9t3rTqa+3FEZyUmJN2N+ztO4+w==,462,QWG9fN4SysuyXx26TQwbZi2GNTmCDBON4TQ0g/BkSiSxJEoUE+9xBrZ687AIFitqq/xkwNShqdFgMOJ80BWnMuZ4qbU=,1
844,tz36thqyEH+EFcKTx1trHKothd4xbg0xAnYTAgespoJo50FpLMMybaL/lwGv,Itaú Unibanco,pigBeENyHpAHwzrdmPdZq3bldbVxbGuT6PHrx6uJ5cthqK+w,zCVwMLmUOYlEf25FAF10t7aYfafR5Q4okjZX6oTjag2J9g==,vhydmNo006uDtkKx8O/+uZnASLNh26FVB1DbRPNDfZFCog==,608,k1N52SubeZeBhBMPNQ+ZJb+5KISKA0HlbApyuKPZSAjl3QrTMWmvUWe8QvLMWYKSlm9fm1p/d560TXFk7Snv1Fzt0Zw=,0
845,7di7mS1aMI8Ra5iB/J7nNZF3rXFMOzfJhuihyUVhAXPRHqMnmm4R6bTX75tXio6Epwln,Itaú Unibanco,OAArPDjjJWpkOt000n71fmuf9dLCZvMc2erIvfRjreDir0CP,dMSKbGoXGKxkeBz3+nr7z/wvPDJIJRIj/zfyUEG169ZpAg==,42YTn8Oqyk7cgDt4E27JBYtjgByC6AXNmbAN6xshAMzjjA==,306,NhzNxyv/BzkL/4uE33tTTG5R+kcdVUWmVRh7iJZo8xytM5rcfaveUNIdWW3h3OUi/4wWPsrj9zliFoaJR8jluAJZGcU=,0
846,S0fhTl3fN5GGzXEkap4lMKJqkyffSPr3JPF4ugfiJFg8VeTVUGZXSXT/RbcxFw==,Itaú Unibanco,efIts8WtRVw57oQxd28e6+KdTcV4N+nwiuwKvdtW+HpiD1B6,Yy/QgYZNNH4BQKF/x8Iq0KZ6a6ijC0lp5yrkw7DHFHhRDQ==,EMctDwI7XGXUGpscFuzPrzvE2RpH2o7ZNqQmslVUJcp7jg==,493,ffDcQkAG5rr99YtGi0BX6xdkKZVze6w9NhJGVzMcb3ox0Aw1WiDQRT5FlbKMFFbiErQUGlX4Y1hd+YFQ+jRqQ247zss=,0
847,u4wKJB0JGOyh1PJp6UAhKSH9ytWXKUiokzoIJq0FqNNON535GFH+9trFxprw,Itaú Unibanco,AzEsgyhiWNyJQBHEdy4F4KFAmJ9hNQaqhAM/D7IFrPXRWYJ9,vr6zRh6SEJinKeW+Ks7wfZDZALJubTaeO6K/mVFte0kPiQ==,IQRrfkk8VUdCuYjRclS3r7NAPymLAPhC7P3VnvvPTlkYzA==,144,qDuetxW9wyveEcku+pnyHZwQ9WIah5kqseuJLMxqlg6qXb9oCWZ+4FXaxlHDbmWQ0Ihvj56gt/y3keERtVYRfBjXwTE=,0
848,5zocPHLOrFdiaMwgt0bP6aGTM2AnbGe6xZSe7ZiXLi0arhCTyt3zhSXa4iFzkoKkxRG+,Itaú Unibanco,O9hg8WVmnnGF6hGjFYkgmKnkanrUc9ik29P27c3EjkSHBi/E,UZAZYsdAhpMpXMHn5hS1gSv3yZ8/yWhOKORO8atLr/Vu6Q==,tFShICBAiZwIhNUJFQeT0lnIixI+dIUodYGT8iJxOKKdBg==,492,L7TPs8O2+QwlrWD/fPFWmtNvhyBUfwQGpnApLonz5upGZ+UmO0ym1pCWyOM7c8TEhndgpCVvwf5rnZD7FgOeym6EN1Q=,1
849,XEFcgszWvxL0ZDBXVuQoPwwOS2o3CCGdg1yihjJPH6RP/5Dt0qMZoTMv+FmD,Itaú Unibanco,ypP2lX3z90L/tl4yBLyF+mtuDRMrZhNijs9JHC5Jmooto3jn,qOWCexw5L1DvluhHMYq+cCBM904QSylDdtA2n8YwIDiKFw==,DXlyBsxcH4JZZNhl3+T3J93L/r1rfomSL7k0l0l7sF8eKg==,156,e578xiS1cPbJ+JQAIAqI9jE6mnoZY5LoRm3uR0nBQpMCnDO/oge29DZl1ubWc1Fmh2TyoydYC/FNz5LLVHYuw1BrSCQ=,0
850,P6C4TrTS4OCLjUNAOpVNYszZcrLGbn8giL1nYjjnkqfquOK237YpDvL05cgKiE1+hTFxQ3q1qbEV,Itaú Unibanco,Uu6amc/6uhR/NJVPf8tulrwHZrCiVyrBCjjGZeBCBOFtASQV,+u1ch/d+qJiota8/VMhJs1bgixPyB/9CiWetdw1U/Lcy5A==,VcDdhlOhXjU57X9kwOPrj3CM9rWTj8zP+bBD8Nhp0pA0Gw==,711,AiIa1vC9e5uImXs/a5OmoSXGoBybIpKNVWJD65OV7X5/OhyUCTaWkZoVh8vVgQiefz/xX8S1g5eJt/SLw7/Tu/aQggg=,1
851,H/lcv6uiKDI+ZS4Fg7PlDeveWnfndBVikWem0LkSI1dsfpkUgsY6jHckkxA=,Itaú Unibanco,11n4WhXnkQzvssQcHNBgAUSPvQeQJ0teolnXbQmOcm2Oui/O,zu613+0Ji/HFR+KCBgF71l9C0GsK/y/NcxR2RZFh9pfkoQ==,F7LFKTxsFlS/+Tpq572TbOwFtgnvWYFq0Jx6xyWxLPivRg==,518,o97YA0a9GFQuHknEPBaLqRRyfMNBE+OhFyWA22O5bRGtT1GXG1g/UzUbmnE0fNA+PfWy3FtXQf2gaUDO7uocQBWGzys=,1
852,0p9i9AhJo3xQ8+ZvahBPEXPt+tfhx53qvaNz1COHV2UXJ/pYVatCPC2JSM3UHNCma3q9LQ==,Itaú Unibanco,8tX63qNtI1IYuscoW86n9DV/dg+1ej3aJ5IIxMvyS7aApJXD,oP/tjM6bdTH6JgJxtJc6Czb9fI+HrvsNUjeMWYCOeHyN5A==,5XE6KQHAYG3q+yy/AcRww2MuuCHldEa56WAOkxdY1MPobQ==,935,8oIQiI+Vx9v6Fnh6RwwJigtLl4a59BrGZeiZwvWpwlss4YgYLihAULa7rtXtl1WoKmqE2/vxlgR5/3dexKVC6dE1QPc=,1
853,nHnmymwQJE4AxRSLI5LRYbXd4S8Lefd5OGhH8hzcEPgIdZBRMJxBJjhn6n4XkkS5,Itaú Unibanco,Vjgw8f4hK6tTePMDghIJpDzoBLukQo9IUGRcJmng/22jHB2U,r7msKgutx/EIaVetpHWLnVkQLVHYra/sKB8j7UvFSDDojQ==,nddp/94VG4aWfC6QuSQB+G8Hh3SVaOQLpuMKYQv5gWPGzQ==,694,Q2k+wVPf4U2JDNEBgjDDhWoDzj3XH7V3fMV5LVP0M4TaI+YB7x95hvlnqaHrmUEDEh0bwyBVZawZQ9WSMNj8vRZDQ0o=,0
854,GUHkCHyg5gLAmmXG/50qVpU9eqzJNma+H3RQ0PrzJa2zO3MV/twi4nDoKD29,Itaú Unibanco,j2aMEBl+av5jVOA+rTiA4Tcbc74EK9B46q8eG1GHL1JhFZ1j,fvrJOYSKBlkRRodjfXmfdiGU76lnhkj970lFEfZClB++Sw==,hpl/nhidYUk3Qd2TG1/A8CjClNkdXr8unKQkPGFNeB4NmQ==,604,7TFhV2NO3JUT2KHWo3tfGDhWXb9UoPY0g7MfmePWc3L27lc1toqPSrNi3e13xKFhyBe40RgmyB6pWzFL59oGHc7Yw0U=,0
855,j5IvZQWvs41hQz4gkguwF08gImalHVNqfB+F12B3JDMq2eLNEsy3E9lMkQeR,Itaú Unibanco,8XiZdDNHrEgcGk8KwIrjkDMM4+oFXwCU3W2TOMg0IcQnvF/j,5IMwQ2Uu9986JJ1CTCE4iHMMCqg0LEcUx2jPAom/NXi5uA==,aOdpwycLV4k9Ja4YVsGNKZi/3ghyj4z1WRuUyDNZxbTj8A==,581,bLsMQ7VaSiMPTuExnI+zhiuWtNuyHvTQt+DnCAAgX+iQcTnudAhsDWQL3VtNvGgxeKneOAhfWDNnST9c/r+ZdIsjGXE=,1
856,Rtmmy92XkVLn2NAlKYSf8qcHXiaLOBPddy5CK64TGKBIM8VGjk7hsiRAD9lBow==,Itaú Unibanco,9gYO5HO9nfEABGI8ImhoDzAYJ5hQqePAcbY3VTsChBLhlnTB,jP6VbWNiOHpzdIvHheEApqIbt3IxOzFKf7ckuAInYledFA==,+jSa9Mr5UgsNNOYiJBr3teb+1fPtmgdX8bB+N3DhH6suwQ==,138,nxIVKiVykqjCWr0OTHMGL/FCKxalK1aGV7wSHCKdmLop3qOt6k87uUVGHReKznxRUG4BLk2Sxs//wFgJBbCV8uDYv8g=,0
857,lVNSVvxScyiO5k9UqIV2j5xzsBuQOL8cQy7U7nJuamKW1+Dy+wHkz7h4VHdV6SF4lkuP2+nZtmA=,Itaú Unibanco,xTnuVp0MXUkKCeDfrgyF9WBxp/aCDkXnm5pgeT8CADohChIq,6YN/0l0PXqmIHXEyBvwOpyU71DWBTgxi15X0OeF8PYFInA==,gacsEMa3r9ShRLDUyojhD/lvLRbkqWxo8PCXlxMhfFqUKQ==,902,NVyNyBiiUL+zfjvfeBNGNPyGYVkC+7wz65GAE1gOODoHGUa6XxN2/kXrJAsaOD6T5VIjmbrJsizVCWR6aKlicrcHNCc=,0
858,xOoLOfij229fHQkIH3dXXWDE5bjLfR21lbf8YDH6fsTx08NtbjWBX2Fr3zQ=,Itaú Unibanco,b/lJ8xNJFnfR/OGWghzK7af+Zv9vXiPr5CH6Z4Kx6r61HqIb,z4XJDaEDC13ZRt1LJKTglYiYSs9xK5PExOBpyxqP9T8ZCw==,dYY34GuVzzwW3WHHhZ/tqSoXN2CW/2qLttHfDQiq7tfaGQ==,797,XfWrWaLJWvyBpcXMzs/8RPjWoBCjz58aX9B47ycstIm5UrNYUAyBHtkavLf2qf9llb9KG6JfJFX+TelaG4JVIF7b5Ig=,1
859,8yteBpThDI3K52+WAtctSP1PdACx5tEnbkTcljRtlz4ZFZCA1MNiCfrG02M2,Itaú Unibanco,/Qx7PEtbR58iz/Nf5lSnVytGlyz0M0G+AfiUFIOy5MLw/W8g,HpYTlxjhkSL5Eil32OXrDSOsM2Sehg8PPt8g1derCniO1Q==,FlaGcC50vYl3/yTn43FFCWSM9qMbxHUhQOIrXAQX4CGiDQ==,569,aGTyCbynKGLPqtDdFTQ16KqT/vwMpKx30YqTWcbSItpzGqx6r/ECUQuG1LfW1d+khcx65lJems+EsvgVloHEcoOXWAE=,0
860,fZsnnIIyO0VdYHf19CtnYbkcysQz09E1MESeIEvZLGPkBBUz6fecZ/LUTDRN+sA=,Itaú Unibanco,Gqik4k7Xii/up25mCfYkZBkXzpt+Ye/+EV/+Sb0U7avGOEjS,KKsUlxnW6x4u6LnEHKwXbpILksD4iUZW7CRvInrUr7ii+g==,6imRjpob/J9E0dYEHn4LpUmHo9VsJxwnzk/fKCD7TXUfeQ==,860,/KJoWtB61TcgUbwwz8jCAha77c+bfZ1CPBJgLTw5swAg5mS63HBC2+6ySebETNe0AVb8eBRCGpuRqFauHO0MdoKDzDw=,1
861,om59Kqa0XavsAQCEgZlgadJi9iaFQQbkaSG1DtbHLGEbm5ROr12n/IHeXdk=,Itaú Unibanco,EI5FtogLFiYZdERoFcIAk1YgeIQ1plyCkW8H4w9VhZGDNUXI,3m5+swnfASV95JVpAOw68aRv+jrIOHneWlcMmyDSUCH4kg==,yPsdNAOC8Tz2JdAufAvuIJ274jztVFDnn6xQDubEb8ALYQ==,942,XpGEJlRIbNqoC0+yGbJ53cEryT32avftjPbKgNkwvqnjPOWhaSDC1MdgoJZjv47JNFDWWHCV5X2ytoMDEczGw7WBuJE=,1
862,dUPflHlO1o5AE1aVXXNndcQX0j4leRqx8ikAxTgfM1r+aMcYmv4pWMTIlVqx,Itaú Unibanco,T91WlvLlRdJxcowekHEzSTtvc8Ql70ymKn92WBQLJmmrBUQ8,T9ZO2pVP4Q/A2ThnQsJfEdVQfJfiWx0R3g0KuRrZg+ONzg==,OoZicmFteLIOpuuUNOigO7wrEx/sbANY5kwjl9XsCgvrQQ==,819,bOBFLIQwZ9kW0og3K2HOZi36RAPEQ+DHnxHhSlc6PVpzlwHsXvH6Y0Rz87lPVQOwtFUN+PSZmFfqKztcYO0TB59RpPc=,1
863,hJ2ZJ5gIXh915ov3twjOOV6PTIbuIr5dv6T0WGUYQatvuXjP041PJMgLC38=,Itaú Unibanco,OFPkimtbbbvIePXUYadwN2kp3YIoK2bzga2Ud9TMvrwcha2m,eH2mHc+hAKrj5SQcf/ckvbELTtiwKUhGqrSe2/naqBxVPg==,5ZeWuCL6utcauTKQr0upFy+R7KhpqrraUekgEADJEeT94g==,396,XEInbxj9aNxL3IBo6WCXkg14Ag2/IwfYKGAiZgRIm8TMWHVSAb1k5giN5nKuLS0HqkHk8s1Li223eWWYyoHLdvs6nqA=,0
864,E34Beanxhjtwku1dkoKvWmqRHrjgO0UIAHhP01Vi3unFKXkF+Wr5Ki4ivQ==,Itaú Unibanco,RwgzTuNd9t+KRFIGMra46pMJXSXkJV51mE4iyvmsx26s43Xl,Qntd7G+TqZ+B5YO4FWbU2BeWAuVItOit4e6tHDtBZD8C/w==,ikMuQz9yA2w8xcIeKhtiAdWYSKNXAUWq/zWqIDSs8ncPkA==,403,LVU5IrwExFafFo26tAbOvZjhLMK2dLXIWB5ut5R+BrKvJQeNSTHL02I4LKlysCkFE7qUl0o5m28QoGsfG4sO77cU20w=,0
865,mlVsvkfhX7WJzhwhlG20cvF9maZFrxJhfqkRib730Fs/wryQemWjDQUKh9EMtZC3Kg==,Itaú Unibanco,cFsAf+I0e7WT6ydAJ0smifvZ4GSNriR6IRVQeUuAzmgf4nju,txepVCsc5Vn9ZFBzLsNMcYSFIWR2Ur7CfHfvQYULk/VSEw==,E9timSiWSgQjAjXV/l3nNddEzsOejxhx3fNuOx0xN+TBSA==,598,P906jVFXvKDskxbPB1t3roNup04vAZpEmHSFi9L15BPyD4sr70TrwH7jX5jJH2JQJmcTYQxDt70Lxm35rfmc1ihI9iw=,0
866,hRwXaqXxfmXL4Xj0MRjscDuW8EJw2XlEN3u7ynOBTSJfsIj5Yf9SQwaYvQ==,Itaú Unibanco,xPxg/O6DeNM3MOJDtGRnh1kJPBMaHxWaBTogCtHdq/abBl0t,m86OwxM2eflu10WI7ze8WQj2Yi2L1iThLgzkSi+aYpTFqQ==,jjz/64t8tGVtDWJJCiAYGe4kJG3Vn8cgoT67VlCEphbhpw==,9689,Lht7oC1ilcLy6Xrgf8mZQhubxRJsey6psWOGpqY8yX5cmkQ1Xewy+kZiELLlsYlxkAAnAoAo7lzPJGyAKHSOYyAAK+0=,0
867,NfMlSsiOL6ytO+a0dJPzjz2rliXQWEb2jHZ08TyOMeb09OdwvEVrQMshA0kHJCM=,Itaú Unibanco,KpFwW2+eEkY/oLSmzVdTDYp5HPg70FtSrcuWgRw2F87+9z+b,r7GlGHzHaNJA/rJqmbQtBM8vWydgT1zVOEQh3OhACLbJpA==,c/23TcVk0ItgEHb1FuXBW0LwSIoW+fd4aPVtLL8KU02dgQ==,483,kLckMm+NwI9sjdiVokfpx0ThcZsacfw56KuseiM1BYXQbwMV2yCC+0S4qICkFoJ90YiVtIKl+G1X1XX2Ax477osAOCI=,1
868,8Rk+mLa7ncTc3yCD0K+1hhLa0jKKjPLowbLfDtFbHC7+riXqJbZvMyRCoKRfX6/2goavyqMiMNhl0BBDRg==,Itaú Unibanco,orZfBr4M/ocDmHUOudEZDBmTXtV/OCbT2TOcKmzPQAucWdln,+nO473x/ltAYudyI2sTPipAnZ3T9KzeFslxZy4nDGim5+Q==,6f/92C7NK2knGNp8VNpU8b8FpLc6KsxPZ0sdyLkVWVrP9A==,1062,jDRkjhGeaGCRodai+rykLUT2Xc1uwiwY72mEG4roCIN4U1G/xjBQvVjCHjKCIQSXFdv5UhSVimuFGlUg/utKQnmvi34=,1
869,PFj+d6Q0/+NZ6x7ly3h6h232wrjezHXPUghtHK+EiVbNyBxUY5bGNaqiabteYTw=,Itaú Unibanco,W0d5ej7G3qxmhYtlNUX6hoZO3gCyMVIW1hVnohxkq2Ghl+4n,8lhrecjAjNNcXvSs22P6hgPSNr1WbqQUCYDSlRsMgRqj1g==,tX/IHQ1en5e+Ab9CGrQ6iYYSX3fTWpwxgqMDmIZ1v+pQvw==,5680,xRpnrsk9zPeOvYvx15D0b3OVpkhm7A9vwbWD1iMw2QRA0kBJCjbesa20HdwThIC5ZEhhQdqyOems9srYqkwY2nrl5po=,1
870,Lbj1rJhA4xErg8Jpr5eWvT7y5D9ky5iVsH9z40is+rNgLPsZyebQRgw2vw57TTk=,Itaú Unibanco,NIXKEdVzNZKaEg+XhRI9w/yLGJcifxmOzDGCgQ0wfriFgZCL,HlSfMGFjUtiI8g/vJBPe25wjcGHbtKtCerqz31Kf3ffS1Q==,jzH47hM808EFbIryaowG4zmaHike3L0jb/wdMvIAV/i9rw==,550,cYF0mZb8aWl3tGIsgjolZTf6TKgVxDci3Y6aDvDgqkNapQAXY6VBhBHHjJ+mwEpYTboHpXwy0q9HfgjEzx/Okt0LPpA=,1
871,Bcu+g7FMVSPyNGRScsh0ELPv08e3TGxGmuVlzn9ctK+CuyjD4ycHAT+e6dwZTAKlr2QT,Itaú Unibanco,knDM0J70bNZa/dZZ2flUKWfTD46CCQqlR+r10cTWyyFRkVw+,l+X392OQ3eWnWLmWLe61nfj58gd6LPG2auhidHqMfqUkQQ==,QPq+WUHB9a9oUUwFeDleQN7wV5sRZoqGotqlo3UNKE2C4A==,848,GAafAio7pb6YE3nWqnT3Li8hJf34JSWywNibArms6yBKSYuZxf8ng6APmUoVMTBDDsAqWewcLSGfPstmYlFZjeWGtrY=,0
872,XsGZUZN/Nb82r+l5GfuAMkPYt6ninIeCWfGcOJb3mOsY4DbNF2AaRItuy3M5,Itaú Unibanco,r163n0/FRe/5VPzZSONKWzcPbOo31aidUyLrvPXnbAQwBdM3,E8yMkHlV4XsBCAbXCCUz3FiQjn7jIUHENvl2vM7LlloaPA==,/utkvNZ3512VRjxZXtgBFRcSljoEcyjQxC67cQCcOJKkkg==,260,lHJgZ7S1Olh/9G58GQIYJyyJBi95UoGh2TzACjYjk0CrEe6B1I27PV7zRM/LnYsprk/Ql3HVNoXDEYDCxveoQsfKAaw=,0
873,5RzW8QrPJ1vVzg4zZ3pNuyXITIIttaaG3AGI8wURH9YxnYn/5NCCfhxZCA8Q,Itaú Unibanco,JcXE7W5/rQtPKM3Np2w/cDdjwKG2z+4FcN6yg5Gtubj5CYh2,r8rZ0GnviYOXQ3PhX4FO409qLEzz8LHMKETjMbFEkR1hGw==,BDSNQvhIF4YDdaYw1/L0oBQRCvcw8N8BflscjiEkZsWs8Q==,2512,/GbpJnY8BPjjtUGwnM/zHIL7tY46vavXTiLUee4olkgEcfPtHhfAlCU77VSEXwYNpPxVqFd4yo30TgCdKxXwZ/FOK0Q=,1
874,oI+kcnQsx2TTpIcQKgdfZAaIuFTx/+YpINI7R6SbZlmkgIBBrGrbQIUgaA==,Itaú Unibanco,agDQ19zhYNkwgryir32Jwj/IjCN7GBwrsxB3RSNDv6DOCnu0,E5sQAucxevTTUpySGNT3HJEtNspDHD78ppXg5WBmS0ow2A==,QbfgIVOKhvGYIvRTL8MDt8/K9Z8weuC346FsCCqE7w3NWw==,946,T4rjW42Qy9jk+uH6eCTE+3+BHWqEebWxm9JbGlmID4YolTkWNgibtr+e3R1/Jiz3VI1AIYKm87QDdVO1Q1Y+f2b72gI=,1
875,su9Lzq+y3ok89mW9/foxWFv5ENyopZkLV6S4A1zrUdt38fmKV8ZNqk25/A==,Itaú Unibanco,7e5Jfg1Ltx7FT3g0Jm/4cfbztFT60TdjnJWRmnpAy/W/3Kfh,rgDWJotIzPfjpkDUMBk71a1Es/qXLPeY8C5SIYACQb4Pjw==,kMieCiQAfVfUdLtEQBkcfhcePFNEmGAd5T3gk0y+3J7Wlg==,084,Os2VCABQOy5dZ8t0zYdp+lkyrQa95RmopGI+ETLdppfGljvXRs3zklhm0WX9Ig+71t58Z2XAuz8kBLCvELiOOO2jl20=,1
876,bRqFXRQl9gqAwjBT89jFcigmECAKPhJzlCOHCcUXVhOnjvtIi5xoERbuajRbnWuynQ==,Itaú Unibanco,9o1KeYP75UWjT2jOOz3R7oScNtjys3DNAukluEg4K6HxgRNx,dFAydKvZ5SaH4f4TJqmfTN8CbvmJRZ2JXRnugLbX/z2igg==,ke2B5AlAI9V9CV0UlL4nzrgpnWSK9+WhbPZ74NJPJklaOg==,424,Eb2sQAjdLsNWJ5A/Xjkfp48/vaDYfBZrwHKFysH3FCOpqdFseWK+y4m19IA9zcSYE294Z1JmckMmbnYeBZtKPMHcPNQ=,0
877,O8VevjG9kxeajEKrso8odc0H/Tq3TgRCVkpCBOw6A5tekTG3hEGgiaNJFg==,Itaú Unibanco,4gLT5HJ6F4/6rMUhNrcJmwRH7TlZOdzQhXIFQfouU4fSItZB,fYFkqJC9RdTJBvW+Pj990Swf8evyWGUDPoo2CDM6nIt65A==,5guOC6zlAys8TpmqMN2GpG1bzplwSveGP4hIE3XckCUuOQ==,219,1r0wsiKg8+STj++Oq1Mi08oSlaS4veJqlcIMzGnf9Qi/0q5e/N/Ckqh+a+wLEa1Z+D7p6w+nW4Or9uWN8ZWSvtnLDVA=,1
878,JXf37O5m97aq+P7r2rwxQjRAKmRrDsTfUH54sv2CjkBKE9gg9LkQBU7G1A0=,Itaú Unibanco,BXXYfTug6mAVpyRHzV3MUUu7dx9jryQh49K8Pwyw0BqZD8Ir,RPvwzRxA/Yv27D9IXqA5m1p/L/ByyyOLOdgK3au9eIPhoQ==,l5Zw3AUKFMzB8+B+eOcKL4SEDsyWHov42h9VvXPt53VK5g==,261,EwcFCqipbu4jA4ATsEAfn2ZetznvC2VCdHFezKb5aRbsrPwfv5lAWDm98d3EAUxF9RRw6LTjpQQar6u5ca7wxnv1Jlc=,1
879,TnubHcW6y0agHrdMOutb5DWI5X/b/AOst/qiouU9OmVFb4CJZFfSdIemERMcyJG4bsk=,Itaú Unibanco,qAKWjPOzl2VN8YxMlpDpECXYphgotXktPtyBmb35B+JxfBX0,wwmcdVajwiN1fLl73O02zYhrzSfgo8wB5WU2MgGijAqM9w==,PThvUobPKT95NiXzfNEK+qoMAVTABQax7yQUjNa9GmRXCg==,618,9bIHJQMSOicHSJfAQb1uVNrQKDHWMzcUmso631/a/SsxFV09iX8xI1UdYjzOZoxCXrDTyJQfiPUYUpFY0GHsuzN0whc=,0
