id,nome_completo,email,senha_hash,tipo,telefone_formatado,ultimo_login,status_usuario
4898,Maya Borges,falmeida@example.org,VRIqN/tpXIbNgZAHvrhLN7aq48ukynm3dKmq9C3WLNFf+1zKgueNcqCT,Suporte,81 0320-8102,,ativo
4899,Aurora Castro,maria-cecilia60@example.org,1cpFIptpY9V475ITSIv/zwQh4uX0Ve4HtUr4tAmbcS5Hze0fkQ+EcBF/,Freelancer,51 9865 3599,2025-01-26 03:02:33,Banido
4900,Eduarda Costa,guerralorena@example.net,1goQNDjwT0pavOw/RW7tfJapEpcTuNduDZuuvjsDVjc26/CuABRLwkUp,Suporte,(031) 3626 9414,2025-01-03 20:49:07,ativo
4901,Thales Ramos,ana-carolina08@example.com,M22MojEidu5K2qgXMzDtviuZ+L+OF2wz1ce8pq0WE7YFowYIjCcJHtTo,Cliente,(041) 9366 1858,2025-04-14 02:31:55,ativo
4902,Catarina Garcia,josuealbuquerque@example.org,rEEQLEQPIKkWBD+HX0S3lF8IPJAro8WzoQ+jdG6Ys9OUl+IY0rBtE+w4,Cliente,11 6352-9601,2025-02-11 12:16:11,Excluído
4903,Ana Luiza Rios,leticiamacedo@example.com,9Q/AXCKkG6KcsLOu/HhZYISJ6TO4Vvd0PmmsZY5FCiQNimbOQ6JPcVFS,Cliente,(084) 6687 1167,2025-01-28 20:58:27,Banido
4904,Maya Montenegro,hmendonca@example.net,shOYKejUTLhgawsLjP/UUroz6G+GqVmG1gHjpv7gmszwa7ZLyTzRgy7H,Suporte,(011) 2120-0214,2025-03-18 13:36:16,ativo
4905,Thales Fonseca,davida-conceicao@example.com,A17CrlmGh9kSAOtaDjgIKUq656vzeUiO5CHtfJjsIUCZSuPpghV4ZnG1,Cliente,+55 81 1869-1067,2025-05-01 11:11:12,ativo
4906,Pedro Henrique da Cunha,rodriguesgustavo@example.com,9XTXBcKUHA8v4KaBhG298Wcp0LoQ8ZdyexCyZBfvwHwfDLPOQXoGj2M/,Cliente,+55 61 0060 4008,2025-02-19 13:06:41,Excluído
4907,Gustavo Henrique Sousa,eduardocosta@example.net,jGx3jCP1vmvBm/vmF5IK+fDuptfjtXTzJVsZFU6uoLdEhxxIh0LhYsgd,Freelancer,+55 84 9169-5755,2025-03-24 20:01:14,ativo
4908,Ayla Abreu,grios@example.net,poiINf7cq2JIBoG75ftjTCXtV4efnyZddHE9lqebINdxRA/tgTS5FVTx,Suporte,+55 84 6022-8844,2025-02-05 15:40:41,ativo
4909,Dr. Thales Vieira,hda-paz@example.com,yAKC1dH2VzqDk9sbosau9gFpz3I7iJdGm8pKSzMU2P9YhsBnOiUc2brC,Administrador,+55 71 5953-1050,2025-04-13 07:49:07,ativo
4910,Lívia Silveira,maria-laurasantos@example.com,4gLPnZd0gvfk1ZKdoFKA2unBhaaOrZGuQtspAa72gliG26Z96gYbTcR+,Cliente,(021) 4480 5032,2025-01-15 09:39:50,ativo
4911,Jade Monteiro,ribeiropedro-miguel@example.net,htLc6ZEU9haATpzSQkr66fkU1Ib/QdJHovqLUdcyYfWgTAOZmS19KIP3,Administrador,84 8883-6346,,ativo
4912,Calebe Camargo,julianada-paz@example.org,VajusGRvBK+qYVawAg7e5ol+rKyvQeuer6uA8P5d/GAl31/BiNAyBort,Cliente,+55 41 0146-0214,2025-01-19 15:40:19,ativo
4913,Leandro Casa Grande,pastordante@example.org,DYn1H4ginciCMaMoSBkH3nu3QVmLFtCOw3YKYUtU68pK9+7TOJUWPgOh,Suporte,61 9790 5462,,ativo
4914,Arthur Oliveira,stephanyrios@example.org,7Tp+TKqlpAwxnFjsrMo+RJkw2mPgM/u4ZXVngZniSDS/lFB0Wm1aJHL+,Freelancer,+55 (031) 9785 7349,,Banido
4915,Manuella Alves,novaesthomas@example.com,Do0KpoBGAXeNXnbRW86HmPRXoqzLgulZiYCnZ0j7ZT1DJSl+noZEb3mk,Freelancer,(021) 7908 8550,2025-02-20 15:59:45,ativo
4916,Benjamim Leão,fbarbosa@example.org,UR03ZHHGeyEUlezlPGSixPvrFdHiNHCmt9zbxIibLYrtf2WkPLSivpyG,Cliente,+55 (061) 2173 5112,2025-04-02 18:45:46,Banido
4917,Clarice da Mota,aporto@example.org,XtRsrbBapSVTeNuaDZiAX5tMrHSniyUyVVdbJlMqm5aJF35z7xLJZCMj,Cliente,21 3259-8634,2025-03-05 00:57:46,ativo
4918,Isabelly Gonçalves,hcostela@example.org,6VmWrDM49uRiQ+EqbDclV3vaQ8K3/o2xvrsEIF9PGkAaFi9OaC6RcNja,Cliente,+55 51 9160 6058,2025-03-13 16:14:25,ativo
4919,Jade Borges,claragomes@example.com,LQbJJ2S97PaMUkQ8GNAXcP0BAEirgAPytq3BoPlIkXaEgkWzdI7B/9nH,Suporte,51 6377 6855,,Excluído
4920,Sophie da Conceição,rebeca71@example.org,XoqE/4iYk/12YJ75WPASdJKjsLP+hFxP3ki+G79RQJSmqKY9rMx1pDMr,Cliente,11 3060 5349,2025-03-08 23:50:00,ativo
4921,Dra. Beatriz das Neves,aylla19@example.net,mEPdnSkcGasTM0bWOO2xwFJL0QheB0QsOowsYRYjDiEx4V8IGMxSnOoQ,Freelancer,51 7604 5765,,ativo
4922,Alexia Pimenta,bryanmartins@example.com,ueMveMeHMvnkpRZquJjRxPD2HzlSsIGG5Rfw9Ju6mbSCuz4cXvabaK4U,Cliente,0800 752 3430,2025-04-17 00:01:37,ativo
4923,Mariane Ramos,rodriguesmaria-isis@example.org,yWchJtQLQSztSQTEGesbNs/edN7yklyqntozhcPt2TUcgyB9QDIa/+A7,Administrador,+55 (031) 2702-2175,2025-04-07 01:46:40,Excluído
4924,Léo Nascimento,portomaria-eduarda@example.net,7MUgkcSnhxklObRdKAUN2txbQzV7FWO3AvOF/yqDnwl7jFkYd0IcozGW,Suporte,+55 (051) 3609-2628,2025-02-22 14:21:22,Excluído
4925,Henry Gabriel Rodrigues,cassianoana-julia@example.com,jJazL04jjO37chh75fdpxj0W71MLtVvbG7ELJM3d0xkoKRraU4gnbxz+,Cliente,+55 (041) 1676 8828,2025-04-19 01:30:25,ativo
4926,Mariana Camargo,andre60@example.com,q2d1vr/dm+AkDGP0Zj5N0Z2vbGoqtwaKJDf4t/g4Yxwm1NXMW2UuZZc2,Cliente,+55 11 4353-6386,,ativo
4927,Sra. Isabel da Cruz,dalmeida@example.org,762nQ+9E15yJ27vMd7uCWjKd4+Q3kVzLFp63Sql/+9VBKgzO24crBQs3,Administrador,(084) 9119 8384,2025-04-23 01:13:06,ativo
4928,Luiz Henrique Moraes,bryan38@example.net,+vCVpmw9TWjp4TeTd9YXB0ugECLJEOY96gqHHt1FPgBeCPUYYpKW04xK,Cliente,+55 (051) 8636-1414,2025-03-09 22:52:05,ativo
4929,Davi Lucas Garcia,jose-pedronovaes@example.org,t7yu+F5AAf+DoUAox+IDd5hW8AvIs7VDSXHzqofisnP7GTPmbPQxqHRn,Cliente,+55 81 9973 2042,,ativo
4930,Zoe da Paz,ana38@example.net,U7jmvE2qQYGWjg0tBc6mDAkV0Ot54CNYN32xWioZo3zoQb1pnosqXfgp,Cliente,51 0388 0152,2025-04-03 07:11:56,ativo
4931,Daniela Teixeira,maria-fernanda89@example.net,oVRDDZrCZZkOt5JuPNrYRoOaOnsHi+tHk/Kz5I9rHggyhBEWN5B3+NHL,Suporte,0500-097-9066,2025-01-31 11:14:32,Excluído
4932,Aylla Silva,isaque83@example.net,Z0B9WaN8VgT1bPipxdoc+PjdN9Lm5Xfm2zkDFI39/9XqFl9QS4FopU3k,Cliente,+55 (041) 8780 0223,2025-03-24 07:16:48,Excluído
4933,Sra. Bianca Correia,zsilveira@example.com,/H6HqM3Hduw8bIUHoX/WosqPTi64wubnc3BgI4rel1969Pu8KZg/TRGx,Cliente,+55 81 4541-8979,2025-02-23 15:33:24,ativo
4934,Lorenzo Mendes,wfonseca@example.org,DKNiHEPDot4Z7khqQwO5mYlz8ZedFH6nEm6Zl/6jrHnRr40KVdb0J1J0,Cliente,(061) 5953-2621,,ativo
4935,Henry Gomes,lucas-gabrielvasconcelos@example.com,4ksXdBIW/BKdV9epmhyVeLQaYoJTpwfjYEkArM/IAdWf9yFkquckl+sj,Freelancer,+55 41 8040 7137,2025-04-21 15:24:14,ativo
4936,Anna Liz Cassiano,ymendonca@example.com,QwF4uK7V6utMeQb9Hfd60k4ISUdz7ExUit5Pox+hUFkCzhzdm9dJFoCZ,Cliente,41 0478-5780,2025-01-25 03:02:20,ativo
4937,Melina Cirino,luiz-gustavopimenta@example.org,oIUr0mbssh9+mh44T0KGnAPxBE7dcGvWqzAdUHZTonLUlLpbwjZMeriI,Cliente,(061) 1848-9369,2025-04-05 11:06:26,ativo
4938,Benício Nascimento,da-rosamiguel@example.com,4aHWcJVrgVbz6PU5cJeblX39AWXye2iEfocFpeJAXqL3gd2HWFofMV8S,Cliente,+55 (011) 9457 4575,2025-01-21 01:26:38,Banido
4939,Sr. Mateus da Conceição,thomas67@example.com,A2TMMzgSnWzYEaov06K2GhCllvFI+6n5MGBD3586gJuBOJLgR2ITuldl,Freelancer,+55 41 8435-3830,2025-01-21 11:21:12,ativo
4940,Marcela Rodrigues,claricecamargo@example.com,xxqoOh6nSIcCjvPJj1PUny7aQz4/6/UztTSZb1mNojw/Q70mN88CPdkT,Cliente,(041) 6551-8227,,ativo
4941,Maria Helena Siqueira,maria-lizrodrigues@example.net,ZO8sZghoFec3Ht69rjeNEt2ztRFHnjNsOJwr1jbQAGrO5rfmVNt/iycs,Cliente,(041) 7705 5548,2025-02-17 13:56:07,ativo
4942,Aurora Leão,costastella@example.net,VETxH0jVai305zBhh/xpgVwltT0/LPoR4PMUU1AP15zbvpXoEWBiL3MQ,Cliente,0500 841 1218,2025-03-17 14:02:54,ativo
4943,João Gabriel Novais,maria-aliceaparecida@example.org,cg+QFKdrMc+KrPump7s0i90S44pEbclCN2Q2cXjDO041U9D7FkzRxdkc,Cliente,(011) 7004-2248,2025-01-06 11:37:33,Banido
4944,Oliver Nascimento,da-luzluna@example.net,Cjj9+6NpwNkDqZon/hPKowXUWpEUXCX8dWmOueDUOGNmnGyll/MScXnv,Cliente,+55 (021) 8023-5836,2025-03-18 00:25:30,ativo
4945,Luiz Felipe Araújo,tsilveira@example.org,WTZGXct0awT6GsPVAeb1BOUSYay44zED+xbfDMVgP8Eo0qGwdNCCSiGZ,Suporte,0500-730-7783,2025-03-22 12:03:07,ativo
4946,Dr. Caio Viana,murilocardoso@example.org,G0gFzdeor2p5Ffzi4NER9J0dEjLNy7Dl20+tRSZ5g20paSWzB+3us3Fs,Cliente,81 9810 7478,2025-01-22 01:26:19,Banido
4947,Sofia Rocha,andre56@example.net,YVFw+xpeR4ZuVOTXN6riBKB34/WpUPzXsQ/HzNFWlc8fjS0GnMdTXSEc,Cliente,0800 434 8200,2025-02-12 13:39:33,ativo
4948,Ana Beatriz Cavalcanti,camposmarina@example.com,ZJBSdPWMUeIBwOCAp2TvEiHVnHmmeypXQqz7Qc/K43nHUzsEeFphrpnz,Freelancer,0500-230-2392,2025-03-09 19:57:25,ativo
4949,Dra. Beatriz Mendes,joao-miguel44@example.com,D2HgZQhAtAXwaYjEbjAHjQky/JxDM8O4ExEnWhZ2ZjT2V3SLMCv0kdyA,Suporte,(084) 3684 1285,,ativo
4950,Anthony Moreira,manuela18@example.com,ZL0ZY5VQnPdcwmbzFV0Fo71vphAymGhNJwJDmWOwe31DrFwln6DQgKsg,Cliente,+55 (041) 8717 3523,2025-02-21 18:10:51,Banido
4951,Sra. Alice Lima,maria-alice96@example.net,LsW/5IH9xzQH+FMhKonqZNHiILy4WeSJtk625BwIZtnrp3Fi9iXNTtko,Administrador,(021) 4175 9522,2025-04-16 09:30:25,ativo
4952,Clarice Moreira,lunnapastor@example.com,WeI00YRetX/OiydTY6oms5b9FLC8XPGIesCwHWHO3/UOUHeVjQW3Lr9X,Cliente,+55 (081) 7055 7577,2025-03-28 14:34:17,ativo
4953,Sofia Silveira,davi-miguelborges@example.org,x4wxcQnHZtl8nWfq7cpDYaAl1z9rjhA9ejbRvh8MWRFWR0mJ53g9S8n3,Cliente,+55 71 8375-2382,2025-02-01 05:22:39,ativo
4954,Carlos Eduardo Alves,teixeirastephany@example.com,TcoZUmzGpc878CQ+aT1mYKPI8e/SZfdLLmXYpnwCm1PJHAqhKV7STbYK,Freelancer,+55 (071) 8402-6261,2025-03-23 15:53:03,ativo
4955,Vitor Hugo Ramos,cunhaisadora@example.org,zIR0rIoHuIz21Bw/avjnODsuVgb4zwo5fHV91XZMM6VpbEobDztCQjoL,Cliente,21 9491 2085,2025-04-16 10:35:37,ativo
4956,Alexandre Cavalcanti,silveirajose-pedro@example.net,1HZ8AkgCex68EWDaGlXtrklHXVn/5anyfXhloTIf8zMqOtIOb7f898P9,Freelancer,+55 (031) 2573 3756,2025-01-29 01:12:46,ativo
4957,Rael Garcia,mcavalcante@example.com,udWLD651W8reuwHjxG1N2zVLNVI2/ej/nRYaXgjqntWrYORA2Uftxahz,Freelancer,0800 019 5096,2025-04-24 22:42:12,ativo
4958,Luara Barbosa,brenomarques@example.net,tMei3JOkXprwvuC8vuqIaQFieFjav7tSZKWzMhwX8YXH9Hc6zpp2IEJ7,Suporte,+55 11 1268 3647,2025-01-30 01:56:19,ativo
4959,Sra. Elisa Nascimento,sramos@example.org,QEKeR2M6AYY/0Gq2QZ1vYiaTzvoMdJefUpEI8FsHQ5s0oYVC21lB0gH+,Freelancer,+55 61 8823 4783,2025-04-14 04:17:17,ativo
4960,Augusto Garcia,emontenegro@example.org,/Qn5S4j8MugMxL10VZMqgkR4UISH77a4F+4FlISorpcPDu3ow4vql74i,Freelancer,+55 (071) 6572 6618,2025-01-13 05:57:31,ativo
4961,Ana Sophia Melo,casa-grandemaria-fernanda@example.org,XdLjsKVr02nYrMKffJXTL8WOyBqbCcLZObBykxXcmp49sg8dBmpE35K9,Administrador,(084) 0942-5242,,ativo
4962,Sofia Nunes,vicentesantos@example.net,dYnsSUBV3juUby/SiWFndOe69qrPCE2squYZMQ+E2+G7IkcoK0UZvuzP,Cliente,31 4619 7027,2025-03-22 10:01:26,ativo
4963,Maria Laura Novais,costelajose@example.com,I+KJ6Dw7p/QyJdufbJGA0IXDjm/ZDlg49lN/uGerKC9rG7dSfOLnupdL,Cliente,(071) 8389-4412,2025-04-02 06:00:37,ativo
4964,José Pedro da Conceição,ian21@example.net,HrIyoZ2LWHqE0D2lgbWkkDzk76Sju44CvE0cKIem7YrXkL814SXouB5W,Cliente,31 4206-8541,2025-03-12 13:08:07,ativo
4965,Maria Eduarda Jesus,camargomaria-alice@example.com,CzwZ9YYNTfdNDfJSMfEZnBLpyb7XyWDkkvU2TR23EBr1BCrpMI4yb6do,Cliente,61 3568-3804,2025-04-23 15:17:12,ativo
4966,Sra. Maria Sophia Garcia,stellada-rosa@example.net,qR5meiUdIUWeh6gAtLTr9wCSlV8sFgA9KqKWrWeDR8YsRODRdOzpDd9h,Cliente,(031) 9774 6889,2025-01-15 08:49:32,ativo
4967,Dr. Pedro Miguel Albuquerque,rafaelalmeida@example.org,TiJ3dfBKXXyyzlzsyAS1cS5iX/W4gmIYwRLruIjZnUKDaa7qz++8Z/za,Freelancer,21 2214 5256,2025-02-18 04:23:41,Excluído
4968,Eduardo Nunes,marquesalice@example.org,q8sndAGzKoYqdZiFYuQMW7/otkq8y1JwtSeW8UDtTamT4bQY/BEWKc5M,Freelancer,+55 21 5986-2762,,ativo
4969,João Felipe Aragão,asampaio@example.org,O0p+1wktJO3fP+p5hKD0jUzvQY3LmOqg06kralo3CxbccHgK25kFpHwf,Cliente,(021) 7255-5278,2025-01-06 16:09:36,Excluído
4970,Anthony Fogaça,maria-vitoriada-rocha@example.net,nqRJUBxedHVSZTmKLudoYNJw2d87Tgr+grYtxCAHAanAANEI37NeOGLG,Freelancer,+55 61 8527-1054,,ativo
4971,Ana Laura da Rosa,stephany98@example.net,MpNCM3uIUCTuXxo/L2yYjbciTiPxV4oU/ryaG9s7lUWmf45sne3IzAyV,Cliente,+55 31 6510-4862,2025-03-08 00:46:24,ativo
4972,Yago Machado,auroranovaes@example.com,JePiiPrv8dtQSV9HS5N4/mOToR/EABmOLp2q4fCnyhIzO+17+ApGgeUk,Freelancer,0300-237-0729,2025-02-17 04:59:40,Banido
4973,Maya Nascimento,isabellyribeiro@example.com,n6amQPNyLM6Rei2KBf7jHovEJH2wy2+at5Sven/AYs2zmVesn0bAToK+,Cliente,0900-479-3231,2025-04-02 19:02:54,ativo
4974,Vinicius Carvalho,lfonseca@example.net,JPPM9A56dN15W6E6Yxts3Z8sg/bhST5ioj1weZA2WZMulBhgvkbKGI6z,Freelancer,+55 71 9165-2470,2025-01-13 17:24:11,ativo
4975,Esther Sampaio,xribeiro@example.org,30zLuhT/m9B+PAoZSq3R4yay9TTwUooYz9azQOuY1keKxL5Koz+0LDgC,Freelancer,0300 699 6452,2025-01-01 11:06:38,ativo
4976,Danilo Fogaça,fonsecaluiz-miguel@example.com,tUnJp3KAdXQUyGD2GDuipVi1gruAq0NIt8Yr4bvjig8NIdRVUppDBeGJ,Cliente,0300 589 9813,2025-01-23 11:46:29,ativo
4977,Pedro Lucas Novaes,laraandrade@example.com,Ji6FneMOo2ZCvU+835u5tghIlq9EImi7GY3Klb5nckKNmG1D45CksMNo,Freelancer,21 4924-7328,2025-03-05 07:06:03,ativo
4978,Helena Moraes,riossofia@example.net,nKg0WmRy0ABFIFpscE/RM+qvARHBOiGPGSn8aCDwPuGxRiCkH/zVK+mR,Freelancer,(031) 6047-4901,,Banido
4979,Maria Liz Novais,almeidajulia@example.net,WesKAA5jE/Shlsy79SI16zNVc9V39XLkP7jWYnFeSsofE11qnolx+cO9,Cliente,+55 (084) 4324 9926,2025-01-13 05:24:54,ativo
4980,Ravi Sousa,lpinto@example.com,80TX+abZiPjkIqAIXMBRh8OOovFid2Z988zWjqWt0P34ZYPVxB2xevYC,Freelancer,+55 (081) 3995 7895,2025-01-06 15:33:19,ativo
4981,Allana Fonseca,pimentaevelyn@example.com,HW2myRAHpOnJ67ATiEr3UwFk2BJT4g3bpf3/IdCzcVmOPlq633oHJHSk,Freelancer,+55 (031) 2234-5421,2025-04-15 08:22:10,ativo
4982,Cecília da Paz,peixotoluiz-felipe@example.net,DZ+bDvCHmf89TljLgbVojtp40SePyIDqHkSR5p7+Yw56F6/LqEwSRhyk,Cliente,(071) 6703-4489,2025-01-21 20:28:46,ativo
4983,Vitor Hugo Souza,guerrastella@example.com,4mPWtSViRdDlgkmjMiF98PmJ2b/vszIopWZdbtTT3VJT73gvy0tKupgN,Cliente,31 8271-8165,2025-03-26 14:55:31,ativo
4984,Sarah Costela,sadavi@example.net,Gq8w6R+o3QiIR5zclSWIEKWWWYc2FAh2M907wjXb83MgAA1Oxszsa0pB,Freelancer,(031) 2567-2994,2025-01-03 00:34:58,Banido
4985,Vitor Pacheco,ana-laura01@example.net,bxtGbqSNZY5Ejh7i0l2VM6v58SXtl4ZjWPlGc4N542wZR8crt4y0xWVz,Cliente,+55 (061) 0916-2522,,ativo
4986,Cecília Rezende,mramos@example.net,azhVvmIkAfExKzzo+lIW4+GrmAl5nwfO5vmovRWnLGbdEhZW4RLgc/84,Administrador,81 3521 1079,2025-01-06 18:28:34,ativo
4987,Maria Pires,clariceda-costa@example.net,y8mykau+DFeAORVdThuF9yJCF7xxQQ5KT5ZIbT9nYX2eLaUKdwdmTM5x,Suporte,+55 (051) 5463-5339,2025-04-03 06:59:52,ativo
4988,Vitória Viana,theodorosampaio@example.net,wobhKe6XYMTrPhlFCNzIxREa6AAKczIe8PGej0NAhS249dOZwfGlSper,Freelancer,+55 (071) 0026 1007,2025-03-01 06:49:17,ativo
4989,Emilly Siqueira,mendesdavi-luiz@example.net,ASFf1bj5Ta1T3xFfMbyWu4hrKjFlscbcMtUzqafy4elePXO63ARAOIHH,Administrador,+55 (031) 2764-0207,2025-01-10 08:16:45,ativo
4990,Davi Luiz Pereira,camargoaugusto@example.net,WGA94i+thHWFQe1xSKoyJjuQyFXkYhmAwHAb6mR4jOO8vKu6eCT4ZYqG,Cliente,+55 51 3760 3450,2025-01-29 08:15:49,ativo
4991,Levi das Neves,costelastella@example.net,khXhsOanrzBjJXMSyVpT7asidmsenYUzF4YmsxqigZ1UfbpxY5LkD3aJ,Suporte,+55 (021) 0694-5435,2025-03-01 11:56:29,ativo
4992,Dr. João Lucas Cunha,camargoryan@example.com,4XqfhSwTM1GINcbgHL0hG4aQXtPuVSVgmJSBmv/5hekduS51XMBB//3z,Suporte,+55 (081) 5193-3310,2025-02-02 00:35:03,ativo
4993,Dra. Aurora Vieira,ksa@example.com,VXYDrHY6tcX8+iFHDRZPn75dDkQbhQqu1vPXH0thYoXY8JiIcdJQHJz1,Cliente,+55 11 3565 5214,2025-03-30 10:37:46,Excluído
4994,Enzo Gomes,nataliacamargo@example.org,lK8z4ozAeio++5n75sjF50tuCaIzb2TpnQWW5zKN/3Tc2c3O0hhUEzEA,Cliente,+55 61 7816 7404,2025-04-09 02:51:29,ativo
4995,Maria Júlia Silva,marcelo87@example.net,6PY/UKSE8a1Xll0xm30Bgt33stJhZAZbtVuLiCWnAwWlwqoveG4y27c+,Cliente,+55 11 6292 7798,2025-05-01 09:33:57,ativo
4996,Joaquim Barbosa,dalves@example.net,HcBpV2xK3qT4SruwzZeEZZF0JVcFp2qbhSa7tztUT9oukZygfGeQ7tAn,Suporte,11 9407-1101,2025-03-28 23:16:40,ativo
4997,Ana Carolina Dias,cassianovinicius@example.com,+sJ4U4+mCBgaoMqQmu8im7EUE9X4972opOQHePVchiOCOkJFoaLTovQf,Cliente,+55 (061) 7242-0506,2025-02-23 22:00:45,ativo
4998,Nathan Mendes,valentinada-paz@example.net,LImxoFoynL/nw4Z8VN1/AQJLNP4D40Cgg8FHhZncKu8Qsm7zdUqrPAgO,Cliente,+55 (011) 3176-8145,2025-02-14 16:06:02,ativo
4999,Vitor Garcia,silvasophia@example.com,JZ3d1ad0M07HMvifUMV5FiwwbYIPRalvHsXVWa8VmInTsmvnv9YffK2I,Freelancer,+55 71 3453-1013,2025-04-15 17:23:40,ativo
5000,Caleb Rodrigues,manuellaalbuquerque@example.org,D3KHpvkbeorHIZYAbBU5XRxJ1FwaU8tNgOqYyGGrfskotSfS4c6dR6v/,Cliente,0500-938-1852,2025-02-07 03:46:20,ativo
5001,Dra. Gabriela Cavalcanti,jose37@example.org,UzH6+jwXqSp24984LbVS4MphNoDCaBDQfeEkEZuW7ftr3FocBnRt+h0/,Administrador,+55 41 2411 3322,2025-04-23 20:33:30,ativo
5002,Lorenzo da Rosa,ubarbosa@example.org,j44eoQOkoOkzjTpfE0yoWIQA8i6c8I44zEfhM0ioEDUnzmXaFeUfJzOA,Freelancer,+55 (071) 6581-8104,2025-02-17 03:09:18,ativo
5003,Ryan Albuquerque,novaisesther@example.org,09MrXAsxCbXjI6VdOqXPt5XofNw8n3WsLSH0HLx2ZYBRmADaNxkVzX9H,Suporte,(021) 9058-4126,2025-04-23 06:56:54,Excluído
5004,Vinícius Sampaio,kcostela@example.net,VISWIBkcd2PDdEMS7QX+mUs6EO8rPWc02mG0uHmC3CUjoBb1Wqam0Rv7,Suporte,+55 (041) 1538 2715,2025-01-14 15:49:24,ativo
5005,Eduardo da Costa,vargaspietra@example.com,2xENNlY/o2Y2sQsKls/l8Y21c2zIHSxLTRADJAB+j6vrUu3z6kWT4Y1r,Cliente,+55 41 6652-9319,2025-03-24 23:48:29,Excluído
5006,Sr. Augusto Guerra,thales96@example.net,N0HfZPrMXZ9XlQ0X7V+hRbetIkmARqYtxXVfUVL21DWcJ4oCm2rgDeko,Cliente,+55 21 6791 7481,2025-03-06 04:03:55,ativo
5007,Kamilly Montenegro,oliversa@example.net,rP14xrUEEtsBn/fGpBRqPxTANPWQOZCszhbCt2nBIX+M0/ZjvzqwM8L0,Freelancer,+55 84 6542 1518,2025-01-29 22:09:35,ativo
5008,Bruna Monteiro,vporto@example.com,TpX1Lo9UGRDjvPG+99RXxHc6WeRRNK+fcGs5odq92VFvEvr1ayGH4h2x,Cliente,+55 (011) 3570-0594,,ativo
5009,Sr. Luiz Fernando Peixoto,lpastor@example.com,91L1YsjwBMVm2iYg66CkdKXADwo02zGfXI/tBCdS/EhfOXUxOb+1BGHX,Cliente,+55 (071) 8415 0336,2025-02-28 01:35:42,Banido
5010,Théo Câmara,esa@example.net,52MuE8MSVkRvDgATEUidV94U7f/SXK1S3MwX0m5NfGU7nSDxVcz04GxG,Freelancer,(081) 7117-4513,2025-03-02 04:32:43,Banido
5011,Mateus Nogueira,isaacnogueira@example.net,O6XAfQRsnkYcLwd4Ae6ltk/aRtRS1PvoGC+8r1AbqxhfPDJSOujKkXd3,Cliente,+55 (011) 9856-0533,,ativo
5012,Lorenzo Novais,davi-lucas62@example.com,FJWQZTEA4cMP5K+qtDfHGBRQyqNSFnkf1SJdL4K71tQ5j9mIaQWeGghr,Cliente,(061) 8866-6963,2025-03-17 02:16:03,Banido
5013,Maya Novais,mariane76@example.net,hX/wKQCprYwc0WGF1zaHF+9pMVaXM+s92Ix7NXKAl95aC7c8Hlb0JFOk,Cliente,(081) 5164-9402,2025-01-03 13:34:22,ativo
5014,Sra. Nicole Cunha,yguerra@example.org,kW+WWH/nIt0Umlvt6Syb23yvM3PksFOGZRin/rbrSLfTQOPDxnvbXidX,Administrador,+55 61 2962-4516,2025-01-16 19:54:40,ativo
5015,Luan Machado,oliviarocha@example.net,0iYKZ50sx2znUzdlVDuo0GOIa/g+JMosywxVaKBZq03rA8m7LvSbxf6O,Cliente,+55 21 6194 1125,2025-03-16 13:32:55,ativo
5016,Pietro da Mata,maria-cecilia28@example.net,Gg5dDsRLXiSc/lSdAoW/+gKYAZVWSKCOTBv/E5WdTlyanxzR1kEgoNyB,Cliente,(041) 6367-4905,2025-03-18 01:08:11,ativo
5017,Stella Aparecida,benicio45@example.com,U3+2CwVbyR7DRertk83UEwe/TFEfQ6HykzZofYqxgGjqTgGSSIWJX4L/,Administrador,61 3642-0830,,ativo
5018,Stella Melo,cda-paz@example.net,RyR8PesOMm8pxhNVv2CEoj97ue6g7Lrgnov0zpOVnx5xSRFkPkaakyjP,Cliente,+55 (061) 2377-5868,,ativo
5019,Daniela Porto,jporto@example.org,uSrm0i7fdznaqKkz1pYzPoaHetn/P2lwQrW5x21RyA44jXs1phPDfOad,Suporte,+55 (051) 7187-2064,2025-02-03 19:15:41,Excluído
5020,Mariah Cassiano,vmoura@example.org,PEzGNnTVVZgE5l7qI6lsxFj6W+osgCC9EPpV2FYVP8Pxi4zMLQCNXfQo,Freelancer,+55 (031) 1416-4004,,ativo
5021,Luiz Otávio Carvalho,cramos@example.net,eEIy7Bzp6Wv6zqb2uI2Gqo+Wbcz8s0hMVAPL+iCqooxFZGDcrOVMHU6k,Cliente,(061) 2741-9553,2025-04-17 19:38:44,Excluído
5022,Antonella Brito,kviana@example.com,wMY8BhrU1yd7Z3Hlj+/OgikJeVQs2+hOCvuTCgxDWcNF9tQUzd7P1Bam,Cliente,(011) 2804-4549,2025-02-24 09:38:52,ativo
5023,Rael Dias,luisa94@example.org,LLdZilpYzJG1U1FygnrYKEFd9tQuvFChb5CE/IlmytAK0fHwvh2Ga7io,Suporte,0900 284 7420,2025-03-15 14:08:57,ativo
5024,Isaac Carvalho,garciaryan@example.org,aGNFezgCY6u5f0rb+/NhE59jYcfFuAWkbimNsLr0+vpV2BGLTe6Q+9UU,Cliente,+55 (071) 2084 3828,2025-04-27 09:13:37,Excluído
